Word,contempPoet,19th,contempAmateur,total
haring,0,0,1,1
winch,1,0,0,1
ear,3,7,1,11
eat,4,2,2,8
he,119,105,46,270
grieve,1,1,0,2
signed,0,0,1,1
cruel,0,1,2,3
stories,1,0,0,1
gagged,1,0,0,1
piece,3,5,0,8
urging,1,0,0,1
kisses,1,1,1,3
beats,1,1,0,2
education,0,0,1,1
contest,1,0,0,1
stumps,2,0,0,2
fledgling,1,0,0,1
warbeck,0,2,0,2
blunders,0,0,1,1
star,5,5,0,10
stay,4,3,7,14
stag,1,0,0,1
stab,1,1,0,2
teacups,1,0,0,1
cornflowers,1,0,0,1
friends,3,13,3,19
phosphorus,0,1,0,1
pestilence,0,1,0,1
ripest,1,0,0,1
portion,0,1,0,1
lives,6,1,6,13
knelt,0,1,0,1
unfurl,2,0,0,2
abide,0,1,0,1
perverted,0,1,0,1
trodden,0,1,0,1
scheming,0,1,0,1
bodices,0,1,0,1
unsheathed,0,1,0,1
whose,8,7,0,15
swam,1,2,0,3
swan,1,0,1,2
sweetest,1,1,2,4
sinew,0,1,0,1
painters,1,0,0,1
swap,1,0,0,1
sorry,1,1,2,4
sway,3,0,1,4
fists,1,0,0,1
rescue,1,0,0,1
downstream,0,0,1,1
void,0,1,1,2
hadst,0,1,0,1
weald,0,1,0,1
misunderstanding,0,0,1,1
vase,1,0,0,1
hitch,1,1,0,2
courageous,1,0,0,1
vast,0,5,1,6
pilgrim,0,1,0,1
snowflakes,0,1,0,1
holiness,1,0,0,1
clothed,0,2,0,2
correct,0,2,0,2
roundness,1,0,0,1
heading,1,0,0,1
clothes,4,0,1,5
force,1,1,0,2
lustre,0,1,0,1
lavender,0,1,0,1
across,6,9,2,17
likely,1,0,0,1
even,18,13,13,44
ne'er,0,1,0,1
pace,3,1,3,7
asia,0,1,0,1
lights,5,4,1,10
haze,1,1,2,4
new,12,4,14,30
net,1,0,0,1
upward,1,1,0,2
ever,5,21,12,38
se'nnight,0,1,0,1
relationships,0,0,1,1
evolving,1,0,0,1
screams,1,1,2,4
men,13,32,0,45
drew,0,2,2,4
met,1,2,4,7
dry,0,4,2,6
rests,1,0,0,1
ignoring,1,0,0,1
buckles,0,1,0,1
reckoned,0,2,0,2
heeled,0,1,0,1
fragrances,0,1,0,1
overabundance,1,0,0,1
moral,0,3,0,3
guests,1,0,0,1
labyrinthine,0,1,0,1
landscape,0,1,0,1
army,0,2,0,2
watering,2,0,0,2
arms,9,13,4,26
pudgy,1,0,0,1
call,10,8,4,22
calm,1,5,2,8
survive,0,0,1,1
leaky,0,1,0,1
type,0,0,2,2
tell,15,15,14,44
unblest,0,2,0,2
aspish,0,1,0,1
lungs,1,0,0,1
wars,0,2,1,3
warn,0,3,0,3
warm,8,9,3,20
adult,1,0,0,1
ward,0,3,0,3
aligned,1,0,0,1
room,17,8,9,34
pandolf,0,3,0,3
gasoline,1,0,0,1
bellowed,0,1,0,1
roof,0,2,0,2
movies,0,0,1,1
foliage,0,1,0,1
root,2,0,0,2
give,12,16,10,38
laughs,1,4,1,6
honed,2,0,0,2
honey,0,1,0,1
routed,0,1,0,1
loathe,0,1,0,1
january,0,1,0,1
braids,1,0,0,1
kabul,0,2,0,2
amazing,1,0,0,1
sate,0,1,0,1
answer,0,5,1,6
aboard,0,1,0,1
bonsai,1,0,0,1
flustered,1,0,0,1
reconciled,0,1,0,1
loyalty,0,1,0,1
third,0,1,0,1
defaced,0,1,0,1
frequent,1,0,0,1
goodbye,0,1,7,8
deck,2,0,0,2
budding,1,0,0,1
before,16,17,13,46
furlong,0,1,0,1
personal,1,0,0,1
blackened,0,0,1,1
better,2,3,10,15
commercialize,0,1,0,1
overcome,0,1,1,2
shag,0,1,0,1
weakness,0,0,1,1
downs,0,3,0,3
caterpillar,2,0,0,2
therapy,0,0,2,2
glazed,2,0,0,2
nested,1,0,0,1
grammar,0,1,0,1
meat,3,1,0,4
arrested,1,0,0,1
lucy,5,0,0,5
droll,1,0,0,1
leaned,1,0,0,1
went,7,9,2,18
higher,0,4,1,5
moriré,1,0,0,1
side,11,5,4,20
bone,5,1,0,6
mean,6,2,8,16
durability,0,1,0,1
weightless,0,0,1,1
ya'allah,1,0,0,1
aide,1,0,0,1
taught,1,4,2,7
stealing,1,0,0,1
dawn,1,2,2,5
thoroughfares,0,1,0,1
decree,0,1,0,1
tales,0,1,0,1
particles,1,0,0,1
sparkle,0,0,1,1
fiery,0,1,0,1
reader,2,0,0,2
surprise,1,2,1,4
grease,0,1,0,1
turning,7,1,2,10
whiff,1,0,0,1
revenge,0,0,1,1
struggle,0,1,1,2
mistress,0,1,0,1
telescopes,1,0,0,1
greasy,1,0,0,1
aisle,1,0,2,3
cookbooks,1,0,0,1
steward,1,0,0,1
moving,5,1,3,9
diggers,2,0,0,2
loud,1,3,4,8
preludes,0,1,0,1
enjoy,0,1,2,3
naughty,0,1,0,1
features,0,1,1,2
hoop,1,0,0,1
hook,2,3,0,5
ditch,2,0,0,2
hood,2,1,0,3
speck,0,1,0,1
dwelt,0,0,1,1
girls,2,3,2,7
twisted,1,0,0,1
dwell,0,1,0,1
clattering,1,0,0,1
runcible,0,1,0,1
grackles,1,0,0,1
mechanism,1,0,0,1
bouncing,0,0,1,1
villages,1,0,0,1
somewhat,0,3,0,3
helen,0,7,0,7
swells,0,1,1,2
peculiar,1,0,0,1
begins,3,3,3,9
distance,2,0,2,4
bits,1,0,1,2
matter,4,2,5,11
silly,0,0,1,1
mermaid,0,2,0,2
knights,0,2,0,2
turrets,0,2,0,2
extracting,1,0,0,1
cheek,2,1,0,3
sees,3,5,1,9
fathomless,1,1,0,2
quench,0,1,1,2
modern,1,0,0,1
mind,3,10,20,33
mine,7,16,6,29
seed,4,5,0,9
seen,4,6,1,11
seem,3,9,4,16
theology,1,0,0,1
mint,1,0,0,1
tells,3,1,0,4
chest,3,0,1,4
sleeper,1,1,0,2
tunnels,0,1,0,1
definitionless,1,0,0,1
marie,1,0,0,1
christ,0,5,0,5
don,1,0,0,1
consumed,0,0,1,1
m,1,0,0,1
dog,5,1,0,6
doe,4,0,1,5
points,0,2,0,2
breathed,0,1,0,1
consumes,0,1,0,1
discontent,1,0,0,1
hunger,1,2,1,4
rapture,1,1,0,2
brilliance,0,1,0,1
ending,1,0,1,2
liberty,0,1,1,2
stepping,0,1,0,1
resisting,0,0,1,1
explain,1,0,2,3
folded,0,1,1,2
sugar,1,0,0,1
ebbing,0,0,1,1
wearing,1,1,1,3
colorful,0,1,1,2
rejoicing,0,1,0,1
stop,6,4,6,16
coast,0,0,1,1
cracks,3,0,1,4
earn,1,0,0,1
bar,1,1,0,2
wert,0,2,0,2
fields,4,5,1,10
bay,3,0,0,3
bag,1,0,0,1
bad,0,2,5,7
softly,2,3,0,5
troop,0,2,0,2
ears,4,1,0,5
fascinating,0,0,1,1
imitate,0,1,0,1
testing,0,1,0,1
intertwine,0,1,0,1
curdled,0,1,0,1
subject,1,0,0,1
brazil,1,0,0,1
said,18,28,8,54
sorta,0,0,1,1
sail,0,1,0,1
shaves,1,0,0,1
lazy,0,3,0,3
wears,0,1,0,1
vows,0,2,1,3
weary,0,2,2,4
velleities,0,1,0,1
motto,0,1,0,1
aunties,1,0,0,1
wandering,0,3,0,3
eyeball,1,0,0,1
against,9,8,3,20
lullaby,0,0,1,1
height,3,3,0,6
lanterns,0,1,0,1
lowly,0,2,0,2
aftermath,1,0,0,1
loaded,1,0,0,1
writhings,1,0,0,1
tasted,0,1,0,1
puts,0,1,1,2
three,9,2,2,13
tiny,6,1,0,7
milieu,0,1,0,1
entered,2,0,0,2
lovely,1,6,2,9
idol,0,1,0,1
threw,1,1,1,3
lissome,0,1,0,1
deeper,2,0,1,3
sag,0,1,0,1
sunshine,0,1,4,5
shattering,0,1,0,1
decrepit,1,0,0,1
bloomen,0,1,0,1
tapping,0,1,0,1
jewels,1,1,0,2
hollowed,0,1,0,1
lionel,1,0,0,1
acrobatics,0,0,1,1
say,29,17,28,74
ugly,1,0,0,1
near,4,9,6,19
melted,0,0,1,1
suppose,0,1,2,3
nowt,0,1,0,1
murders,0,0,1,1
smoky,0,2,0,2
buried,1,2,0,3
mousy,0,0,1,1
settles,0,1,0,1
is,142,203,178,523
it,167,130,189,486
defeated,0,1,0,1
ii,1,3,0,4
shame,0,2,3,5
cant,0,0,2,2
clinging,1,0,0,1
in,315,329,194,838
mouse,1,0,0,1
disappear,2,0,0,2
if,44,43,37,124
grown,1,5,1,7
bottles,1,0,0,1
shimmering,0,1,0,1
cools,1,0,0,1
belle,1,0,0,1
make,16,21,19,56
belly,8,1,1,10
contaminate,0,1,0,1
handmaids,0,1,0,1
shoveling,0,1,0,1
waterdrops,0,2,0,2
sodden,0,1,0,1
meets,0,1,0,1
advocate,0,1,0,1
opulent,0,1,0,1
delight,0,5,2,7
foremothers,1,0,0,1
garlic,1,0,0,1
jealous,1,1,0,2
footsore,1,0,0,1
stiffened,1,1,0,2
thoughts,1,2,11,14
kid,0,0,3,3
butter,2,0,0,2
weakly,0,1,0,1
practiced,0,2,0,2
failing,1,0,0,1
neptune,0,1,0,1
leff,4,0,0,4
inherit,1,0,0,1
homelier,0,1,0,1
materials,0,1,0,1
resuming,1,0,0,1
qualities,0,2,0,2
claims,1,1,0,2
flops,1,0,0,1
yours,3,3,0,6
left,14,9,19,42
just,24,9,52,85
yea,0,0,1,1
sporting,0,1,0,1
kinks,1,0,0,1
assigned,1,0,0,1
transforms,0,0,1,1
human,2,9,0,11
yes,5,12,1,18
yet,10,26,20,56
infinitely,0,1,0,1
legion,0,2,0,2
regarded,1,0,0,1
royal,2,3,0,5
transcribed,1,0,0,1
save,0,2,3,5
beholds,0,1,0,1
sailors,0,2,0,2
discreet,1,1,0,2
background,0,0,1,1
destroy,1,1,2,4
strap,1,0,0,1
dreams,5,6,11,22
shoulder,1,0,1,2
visible,1,0,0,1
nude,1,1,0,2
zombies,1,0,0,1
cowardice,0,1,0,1
dean,1,0,0,1
deaf,1,1,0,2
somehow,0,2,2,4
dead,27,12,4,43
tailhole,1,0,0,1
dear,2,13,1,16
ignore,0,0,2,2
dense,0,2,0,2
collect,1,0,0,1
arguing,2,0,0,2
jackanapes,0,1,0,1
conquering,0,1,0,1
backhoe,1,0,0,1
bole,0,1,0,1
bold,0,4,0,4
burn,2,1,0,3
sift,1,0,0,1
bolt,1,0,0,1
wept,0,2,0,2
yelling,0,0,1,1
conceal,0,1,1,2
ribs,1,1,1,3
afternoon,7,7,0,14
vaginal,1,0,0,1
azure,0,2,2,4
islands,0,1,0,1
nerve,0,1,0,1
formerly,0,2,0,2
castanets,1,0,0,1
intellectual,1,1,0,2
down,54,39,21,114
lies,6,5,10,21
carving,2,0,0,2
chime,0,3,0,3
tugging,0,1,0,1
flying,1,0,1,2
jealousy,1,0,0,1
valedictory,1,1,0,2
forhead,0,1,0,1
watteau,0,1,0,1
stalk,1,0,0,1
lurid,0,1,0,1
fork,1,1,0,2
form,1,5,2,8
fore,0,1,0,1
ford,0,1,0,1
twould,0,1,0,1
blindness,0,1,0,1
fort,0,1,0,1
lilies,1,2,0,3
understood,0,2,0,2
attached,2,0,0,2
bounds,1,0,0,1
whiskey,1,0,0,1
stager,0,0,1,1
daddy,0,0,1,1
trembles,0,1,0,1
musk,0,1,0,1
sticks,0,1,0,1
classic,0,0,1,1
covert,0,1,0,1
drive,3,0,2,5
tarnished,1,0,0,1
awhile,1,0,0,1
shit,1,0,4,5
tossing,0,1,1,2
digital,0,0,1,1
ribbons,2,0,0,2
tardy,0,1,0,1
delivered,0,0,1,1
dies,1,1,2,4
felt,4,5,8,17
journey,2,1,1,4
stoke,0,1,0,1
aware,0,1,0,1
barracuda,1,0,0,1
died,7,9,1,17
tabulations,0,1,0,1
potato,1,0,0,1
assume,1,0,0,1
daily,0,0,2,2
jacket,1,0,0,1
stripping,0,1,0,1
almanac,0,1,0,1
teeth,6,1,0,7
restored,0,0,1,1
overdue,0,0,1,1
befriend,0,0,1,1
skip,1,0,0,1
souls,2,5,3,10
mild,0,1,0,1
skin,7,1,2,10
mill,2,1,0,3
milk,2,0,0,2
simnel,0,2,0,2
suicide,2,0,0,2
depend,0,0,1,1
swoon,0,1,0,1
father,14,4,3,21
bordered,1,0,0,1
amaze,0,1,0,1
finally,2,1,4,7
marks,0,1,0,1
suffered,1,0,0,1
string,1,1,0,2
curlew,0,1,0,1
construction,2,0,0,2
sappy,0,0,1,1
defying,0,1,0,1
join,0,1,0,1
anne,1,3,1,5
dim,0,5,1,6
err,0,1,0,1
did,26,16,4,46
die,8,12,11,31
dig,1,1,1,3
magnet,0,0,1,1
grimace,1,0,0,1
stiffer,1,1,0,2
round,3,12,1,16
dis,1,0,0,1
unexpected,1,0,0,1
fearing,1,0,0,1
ravenous,1,0,0,1
adds,1,0,0,1
favour,0,2,0,2
dishonored,1,0,0,1
filled,5,2,9,16
tiber,0,1,0,1
transparency,0,1,0,1
wail,0,0,1,1
guardian,0,2,0,2
makeup,0,0,1,1
lakes,1,0,0,1
ingenuous,0,0,1,1
deceit,0,0,1,1
wait,3,6,4,13
box,3,0,0,3
boy,4,8,3,15
environs,0,1,0,1
cuckoo,0,2,0,2
battling,1,0,0,1
shift,1,1,0,2
bow,4,1,2,7
suggestion,1,0,0,1
quarrel,0,1,0,1
bruised,1,1,0,2
hither,0,1,0,1
merely,0,0,1,1
ache,0,1,1,2
hotels,1,0,0,1
everybody,0,1,4,5
wealth,1,1,0,2
salting,0,0,1,1
sake,1,1,0,2
visit,1,1,1,3
betrothal,1,0,0,1
france,2,1,0,3
insides,1,0,0,1
olympian,0,1,0,1
vrom,0,1,0,1
sharpen,1,0,0,1
thru,0,0,1,1
sectioning,1,0,0,1
sharing,0,0,1,1
bosky,0,1,0,1
faith,0,6,0,6
pobble,0,8,0,8
rigid,0,1,0,1
olive,1,0,0,1
effort,3,0,0,3
fly,3,6,3,12
avoiding,0,0,1,1
thumpity,0,0,1,1
soul,0,14,13,27
soup,1,0,0,1
sour,4,1,0,5
drags,1,0,0,1
growing,2,0,3,5
making,6,4,3,13
deceased,0,0,1,1
claim,1,0,1,2
crazy,1,1,1,3
confused,0,1,2,3
agent,0,0,1,1
pointedly,1,0,0,1
battered,1,1,0,2
spanning,1,0,0,1
pink,3,4,0,7
burgeoning,1,0,0,1
rays,0,1,0,1
stricken,2,1,0,3
parch,0,1,0,1
pine,1,2,0,3
till,7,19,5,31
sunday,5,0,0,5
pure,1,2,1,4
swore,0,1,0,1
tile,1,0,0,1
map,0,1,0,1
may,6,34,10,50
fed,2,1,0,3
designed,1,0,0,1
guys,0,0,2,2
grow,12,7,4,23
man,20,32,18,70
aimless,0,1,0,1
noun,1,0,0,1
neck,3,1,2,6
johnson,1,0,0,1
maybe,5,2,7,14
disembowel,1,0,0,1
tale,0,2,0,2
switch,1,0,0,1
jail,2,0,1,3
silence,9,6,3,18
basket,1,1,0,2
tall,3,3,3,9
talk,4,7,7,18
shoes,4,2,1,7
pointed,2,0,0,2
wishing,1,0,4,5
pillowcase,1,0,0,1
argues,1,0,0,1
entrails,1,0,0,1
lyric,1,1,0,2
terrace,0,1,0,1
shake,3,0,2,5
grout,1,0,0,1
group,1,0,0,1
thank,0,1,5,6
drummer,1,0,0,1
mail,1,0,1,2
main,0,2,0,2
tonic,2,0,0,2
piranesi,0,1,0,1
tucked,2,0,0,2
rattled,1,0,0,1
shatter,0,0,1,1
lunch,3,0,0,3
touching,5,0,0,5
killed,0,1,1,2
possess,0,1,1,2
battlefields,1,0,0,1
beach,1,1,1,3
peasant,0,1,0,1
careless,0,1,0,1
rock,3,1,1,5
locate,1,0,0,1
blinkledy,0,1,0,1
saleslady,1,0,0,1
harked,0,1,0,1
conventions,1,0,0,1
richly,0,1,0,1
fingertips,1,1,0,2
girl,7,3,9,19
rosettes,1,0,0,1
relive,0,0,2,2
canada,1,0,0,1
living,9,3,3,15
transforming,0,1,0,1
miles,3,2,2,7
brimming,0,1,0,1
monster,0,3,0,3
gnashes,1,0,0,1
cough,0,0,1,1
language,6,2,1,9
standby,0,0,2,2
thing,8,12,15,35
thine,0,5,0,5
think,14,9,21,44
waited,1,0,0,1
first,10,18,8,36
cheese,0,1,0,1
pallid,1,0,0,1
americans,2,0,0,2
fast,3,8,4,15
carry,0,1,4,5
sounds,1,1,1,3
little,21,26,16,63
arch,0,3,0,3
slept,2,0,0,2
anyone,2,0,0,2
plains,1,0,0,1
escort,0,1,0,1
speaking,5,1,0,6
gaudy,0,1,0,1
eyes,33,29,32,94
eyed,3,0,0,3
blurred,0,1,0,1
13,1,0,0,1
12,3,0,0,3
15,2,0,2,4
14,1,0,0,1
17,1,0,0,1
16,1,0,0,1
18,1,0,0,1
gotta,0,0,2,2
browning,0,2,0,2
branchy,0,1,0,1
mutilation,0,1,0,1
protected,0,1,0,1
knives,1,2,2,5
booted,0,1,0,1
were,38,43,30,111
snoozed,1,0,0,1
gigantic,1,0,0,1
coconut,1,0,0,1
lick,2,0,0,2
lice,2,0,0,2
voices,1,3,2,6
conspiracy,0,1,0,1
spectacle,0,0,1,1
fortified,0,0,1,1
clung,1,1,0,2
hooded,1,0,0,1
castor,1,0,0,1
shocked,1,0,0,1
doofenshmirtz,0,0,1,1
bailer,1,0,0,1
haste,0,3,0,3
pranks,0,1,0,1
channel,0,2,0,2
skinned,2,0,0,2
pain,1,9,18,28
trace,0,2,1,3
track,1,1,0,2
assault,0,1,0,1
formulae,0,1,0,1
pair,0,0,1,1
upland,0,2,0,2
inators,0,0,1,1
beachfront,0,0,1,1
especially,2,0,0,2
surprising,0,1,0,1
fills,1,1,0,2
wreathed,0,1,0,1
scowl,0,2,0,2
voodoo,0,0,1,1
distingusihed,0,1,0,1
shop,2,0,1,3
shot,5,0,0,5
show,1,3,6,10
footlockerful,1,0,0,1
veranda,1,0,0,1
russian,0,1,0,1
shoe,2,3,0,5
threshold,1,0,1,2
corner,4,2,1,7
curled,0,1,0,1
stormy,0,4,1,5
plume,0,2,0,2
treasure,0,3,1,4
storms,0,4,0,4
behind,8,5,6,19
either,2,0,0,2
black,37,12,4,53
fens,0,1,0,1
disconcerting,1,0,0,1
fiendish,0,1,0,1
plump,0,0,1,1
get,9,6,25,40
moons,1,0,1,2
sickle,0,1,0,1
ionized,1,0,0,1
nearly,1,0,9,10
seared,1,0,0,1
unbodied,0,1,0,1
morning,7,15,6,28
stupid,1,0,1,2
worrying,0,0,2,2
silently,0,2,1,3
honesty,0,0,1,1
peony,1,0,0,1
seas,0,4,0,4
seat,1,2,0,3
seal,0,1,1,2
pebble,0,1,0,1
wonder,4,4,6,14
steadfast,0,1,0,1
ornament,1,0,0,1
boundaries,0,0,1,1
enough,7,3,5,15
reading,3,2,0,5
checks,0,0,1,1
whispered,0,0,1,1
august,1,1,0,2
killing,1,1,0,2
countenance,0,3,0,3
dreamless,1,0,0,1
pillared,0,1,0,1
tug,0,0,1,1
vaporous,1,0,0,1
according,1,0,0,1
remake,1,0,0,1
spare,0,1,0,1
among,13,11,1,25
slain,0,2,0,2
stretched,3,0,1,4
cancel,0,2,0,2
considering,0,1,0,1
mare,1,1,0,2
arts,1,0,0,1
nightcaps,1,0,0,1
capable,1,0,0,1
marl,1,0,0,1
sheape,0,1,0,1
repine,0,1,0,1
mark,0,2,1,3
mart,0,1,0,1
borders,0,1,0,1
mary,0,1,0,1
truths,0,1,0,1
will't,0,2,0,2
shopping,0,0,1,1
offered,0,1,0,1
gripped,0,1,0,1
dramatic,1,0,0,1
wake,5,1,4,10
those,9,15,13,37
sound,4,10,8,22
stacked,2,0,0,2
slumber,0,0,3,3
sobbed,1,0,0,1
stacker,0,2,0,2
slapping,0,1,0,1
rubbing,1,0,0,1
coffee,3,0,1,4
sleeping,1,1,0,2
strain,1,0,0,1
sudden,0,2,0,2
ferns,0,0,1,1
loosing,0,0,1,1
everyday,1,0,5,6
bags,4,0,0,4
different,2,0,1,3
harsh,1,3,0,4
paw,1,0,0,1
pay,1,1,4,6
creaky,1,0,0,1
same,14,7,11,32
speech,2,5,0,7
stepped,1,0,1,2
pan,1,0,0,1
exhaust,1,0,0,1
oil,4,0,0,4
companion,0,3,0,3
running,0,3,2,5
sullen,2,0,0,2
climbing,1,0,1,2
totally,0,0,2,2
bottle,2,0,1,3
amazed,1,1,0,2
alfalfa,1,0,0,1
gates,0,0,1,1
gangs,1,0,0,1
money,3,6,1,10
sights,0,1,1,2
loveliest,0,1,0,1
embitters,0,1,0,1
alimony,0,0,1,1
pile,0,1,0,1
astonishment,1,0,0,1
heavier,1,0,0,1
careers,0,1,0,1
grip,1,0,0,1
shapeless,0,1,0,1
jake,0,1,0,1
docks,1,0,0,1
zephyr,0,1,0,1
mom,0,0,1,1
railroad,1,0,0,1
grim,2,2,1,5
fondling,1,0,0,1
nay,0,1,1,2
spigot,1,0,0,1
serves,1,0,0,1
've,9,9,24,42
chamber,1,1,0,2
thighs,1,1,0,2
drainage,0,1,0,1
served,1,0,1,2
passionate,0,1,1,2
imprisonment,1,0,0,1
ascend,1,0,0,1
slavery,0,1,0,1
gunnels,1,0,0,1
erase,1,0,2,3
lackeys,0,1,0,1
images,0,2,0,2
pasture,1,0,0,1
accomplice,0,1,0,1
confirm,0,1,0,1
buttercups,0,1,0,1
knife,6,2,1,9
measuring,1,0,0,1
slenderer,1,0,0,1
seconds,1,0,0,1
broken,3,8,5,16
cauchemar,0,1,0,1
loveliness,0,1,0,1
tease,1,0,0,1
roar,0,1,1,2
island,1,0,2,3
fringe,1,0,0,1
practical,1,0,0,1
pockets,1,0,0,1
roam,0,1,1,2
mixed,0,1,0,1
road,11,2,2,15
quietly,2,0,1,3
lands,0,1,1,2
trádes,0,1,0,1
spreading,1,1,0,2
blessed,1,1,1,3
harness,0,1,0,1
dreaming,1,1,0,2
blesses,0,1,0,1
springs,1,1,0,2
shells,0,1,0,1
distracted,1,1,0,2
nighest,0,1,0,1
downer,0,0,1,1
hurricaned,1,0,0,1
mornings,1,0,0,1
strikes,0,1,0,1
shrugs,1,0,0,1
spice,0,1,1,2
arranged,1,0,0,1
romantic,0,0,1,1
wasn't,1,2,0,3
poison,1,0,0,1
scorning,1,0,0,1
blackbird,0,1,0,1
deadlock,0,1,0,1
moles,0,1,1,2
affection,0,0,1,1
celestial,1,0,0,1
deer,6,0,0,6
deep,4,12,9,25
fellow,0,2,0,2
deem,0,0,1,1
glozed,0,1,0,1
girlfriend,0,0,1,1
lifetime,0,1,3,4
hound,0,0,1,1
film,0,0,2,2
fill,4,5,2,11
again,28,22,15,65
pensive,0,1,0,1
sufferings,0,1,0,1
drivers,1,0,0,1
ceaselessly,0,1,0,1
repent,0,1,0,1
field,4,3,1,8
treacheries,0,1,0,1
students,1,0,0,1
important,0,0,1,1
marshes,1,0,0,1
tackle,0,1,0,1
lovefruit,1,0,0,1
pitifully,1,0,0,1
remote,1,2,0,3
fraught,0,1,0,1
resembles,2,1,0,3
alright,0,0,1,1
husky,1,2,0,3
starting,2,1,2,5
unset,0,0,1,1
growling,1,0,0,1
liar,0,1,0,1
forget,4,3,5,12
suns,0,1,0,1
forbidden,0,0,4,4
dollar,1,0,0,1
worms,2,0,0,2
levelling,0,1,0,1
sunk,1,1,0,2
slung,1,0,0,1
talks,1,2,0,3
sung,1,3,0,4
emily,0,0,1,1
shattered,0,0,2,2
shredding,1,0,0,1
captivity,0,1,0,1
crimson,0,4,0,4
hideous,1,0,0,1
puffs,0,1,0,1
bowers,0,1,0,1
returning,0,3,0,3
puffy,0,0,1,1
fall,8,9,9,26
subterranean,0,1,0,1
difference,2,0,0,2
veined,0,1,1,2
mothers,1,0,1,2
neighborhood,1,0,0,1
withheld,1,0,0,1
grasshopper,2,0,0,2
strung,1,1,1,3
further,2,4,2,8
ribbon,2,0,0,2
stood,6,8,1,15
sweetly,0,0,1,1
wrecked,0,1,0,1
ammonia,0,1,0,1
stoop,1,2,0,3
coroner,3,0,0,3
tribute,2,1,0,3
public,0,3,0,3
movement,0,1,1,2
tattoos,1,0,0,1
vall,0,1,0,1
vale,0,1,0,1
mule,0,1,0,1
puddles,2,0,0,2
upthrusted,1,0,0,1
fantasies,0,0,1,1
chipped,1,0,1,2
stupor,1,0,0,1
tortoise,1,0,0,1
stretching,0,0,1,1
sofas,1,0,0,1
disputes,1,0,1,2
milky,1,0,0,1
narrow,2,2,0,4
cowardly,0,1,1,2
africa,1,0,0,1
emptied,1,0,0,1
amazement,0,0,1,1
arrogance,0,1,0,1
armed,2,0,0,2
barked,1,1,0,2
eye,4,8,2,14
whaledark,1,0,0,1
destination,0,0,1,1
two,30,7,4,41
lassie,0,0,2,2
twists,0,1,0,1
diamond,0,2,0,2
cedars,1,0,0,1
staggering,0,0,1,1
reeked,0,1,0,1
controlling,0,0,3,3
particular,1,0,0,1
nineteen,0,1,0,1
town,7,4,1,12
none,3,7,1,11
hour,2,12,0,14
middle,1,3,0,4
recall,1,2,0,3
dew,1,2,1,4
guards,1,0,0,1
remain,0,1,0,1
taut,1,0,0,1
dazed,0,1,0,1
marble,1,3,0,4
wails,0,1,0,1
imperial,0,1,0,1
synchronized,1,0,0,1
share,0,2,1,3
suburbia,0,1,0,1
sphere,0,2,0,2
numbers,1,1,0,2
kafilas,0,1,0,1
sharp,0,0,1,1
deplored,0,1,0,1
maturing,1,0,0,1
needs,0,0,4,4
drained,1,0,0,1
acts,0,0,1,1
ferny,0,1,0,1
sacred,0,5,0,5
sprig,1,0,0,1
stir,0,5,0,5
bleat,1,0,0,1
redwood,2,0,0,2
charms,1,1,1,3
advice,2,0,0,2
hankie,1,0,0,1
blood,5,13,5,23
coming,3,10,2,15
bloom,2,5,2,9
alps,0,2,0,2
reappeared,1,0,0,1
orchard,0,1,0,1
crowded,2,0,0,2
coat,2,4,0,6
doctor,1,1,0,2
eats,1,0,1,2
bathed,1,0,0,1
deserted,1,0,0,1
coal,3,0,0,3
foretell,0,1,0,1
skilful,0,1,0,1
pleasure,0,2,1,3
playing,1,1,4,6
infant,1,0,0,1
winged,0,2,1,3
appeals,1,0,0,1
through,39,27,24,90
filters,1,0,0,1
suffer,1,2,0,3
pens,1,0,0,1
possessions,1,0,0,1
calluses,1,0,1,2
bosom,0,3,0,3
late,6,6,1,13
bereft,0,1,0,1
crawls,0,0,2,2
dolls,0,0,1,1
hurting,0,0,1,1
someone,8,1,10,19
peshawur,0,1,0,1
walls,6,3,7,16
sphincter,1,0,0,1
struggling,0,0,1,1
mystery,1,0,1,2
easily,4,1,1,6
huddle,0,1,0,1
pregnant,1,0,0,1
perkin,0,5,0,5
ashes,1,0,1,2
biscuits,1,0,0,1
exquisite,0,1,0,1
forthright,0,1,0,1
harm,0,1,1,2
clams,1,0,0,1
hark,0,5,0,5
mental,0,1,0,1
house,25,11,0,36
fish,6,4,0,10
hard,3,6,11,20
winnow,1,0,0,1
idea,1,0,0,1
foxes,0,0,1,1
connect,0,0,2,2
fist,2,0,0,2
ripple,1,0,0,1
harp,0,1,0,1
lovers,1,4,1,6
childish,1,0,0,1
hyder,0,1,0,1
acting,0,0,1,1
avenge,0,1,0,1
mahbub,0,3,0,3
pleasant,0,2,1,3
backed,1,0,0,1
beginning,1,1,2,4
needing,0,0,1,1
finches,0,1,0,1
audacity,1,0,0,1
jabbed,1,0,0,1
slithers,1,0,0,1
done,10,8,9,27
cups,1,0,0,1
razor,1,0,0,1
indulgent,0,1,0,1
divorce,1,0,0,1
revive,0,1,0,1
least,4,5,1,10
hollows,1,1,0,2
paint,1,2,1,4
mama,0,0,1,1
compromise,0,1,0,1
muscles,1,0,0,1
tom,0,2,0,2
park,3,2,0,5
sensation,0,1,0,1
part,2,3,4,9
muscled,1,0,0,1
doctors,3,0,0,3
believe,1,4,13,18
stirs,0,0,1,1
